Source	ItemID	kText	cText
string	$1036	리니지의 계정명은 최소 5자 이상입니다. 정상적인 계정명을 입력해 주시기 바랍니다.	天堂的帳戶名需至少5字以上。請輸入正常的帳戶名。
string	$1037	고객님 계정은 현금/계정/캐릭터명/서버간 거래 등을 시도한 것이 1회 확인되어 7일간 이용 제한 조치되었습니다. 보다 자세한 사항에 대해서는 리니지 홈페이지 고객센터를 통해 메일로 문의해 주시기 바랍니다.	您的帳戶已被確認進行過現金/帳戶/人物名稱/服務期之間的交易1次，被凍結7天。詳細情況請以電子郵件的形式諮詢天堂網站的客服中心。
string	$1038	고객님 계정은 현금/계정/캐릭터명/서버간 거래 등을 시도한 것이 2회 확인되어 30일간 이용 제한 조치되었습니다. 보다 자세한 사항에 대해서는 리니지 홈페이지 고객센터를 통해 메일로 문의해 주시기 바랍니다.	您的帳戶已被確認進行過現金/帳戶/人物名稱/服務期之間的交易2次，被凍結30天。詳細情況請以電子郵件的形式諮詢天堂網站的客服中心。
string	$1039	고객님 계정은 현금/계정/캐릭터명/서버간 거래 등을 시도한 것이 3회 확인되어 영구 이용 제한 조치되었습니다. 보다 자세한 사항에 대해서는 리니지 홈페이지 고객센터를 통해 메일로 문의해 주시기 바랍니다.	您的帳戶已被確認進行過現金/帳戶/人物名稱/服務期之間的交易3次，被永久凍結。詳細情況請以電子郵件的形式諮詢天堂網站的客服中心。
string	$1040	고객님 계정은 현금거래(캐릭터명,서버간 거래 등)가 1회 확인되어 30일간 이용 제한 조치되었습니다. 이후 고객님의 주민번호로 계정된 계정 중에 같은 사유로 확인되면 계정이 영구제재되니 이점 유의하시기 바랍니다. 보다 자세한 사항에 대해서는 리니지 홈페이지 고객센터를 통해 메일로 문의해 주시기 바랍니다.	您的帳戶已被確認進行過現金交易(人物名稱，服務期之間的交易等)1次，被凍結30天。今後若再次發現以您的身分號碼註冊的帳戶上出現同樣事由，會立刻對帳戶進行永久凍結的嚴厲措施，請務必注意。詳細情況請以電子郵件的形式諮詢天堂網站的客服中心。
string	$1041	고객님 계정은 현금거래(캐릭터명,서버간 거래 등)가 2회 이상 확인되어 계정이 영구 이용 제한되었으며 이는 이전 제재 시 말씀 드린 내용입니다. 보다 자세한 사항에 대해서는 리니지 홈페이지 고객센터를 통해 메일로 문의해 주시기 바랍니다.	您的帳戶已被確認進行過現金交易(人物名稱，服務期之間的交易等)2次以上，故已被永久凍結。相關內容已在之前的制裁當中提及到，詳細情況請以電子郵件的形式諮詢天堂網站的客服中心。
string	$1042	고객님 계정은 현금거래(캐릭터명,서버간 거래 등)가 확인되어 30일간 이용 제한 조치 후 본인 인증 대기 상태입니다. 따라서, 리니지 홈페이지를 통해 본인임을 인증하시면 정상적으로 접속이 가능합니다. 홈페이지 본인인증 절차를 확인 하시기 바랍니다.	您的帳戶已被確認進行過現金交易(人物名稱，服務期之間的交易等)，被凍結30天，並處於等待本人進行認證的狀態。只要通過天堂網站進行本人身分的認證即可正常連接遊戲，請進行網站上的本人認證步驟。
string	$1043	물러서지 않겠다는 기사의 결의가 느껴집니다.	盔甲變得堅韌。
string	$1044	적을 용서치 않으려는 기사의 힘이 느껴집니다.	身上盔甲的性質與外型開始改變。
string	$1045	배틀 콜로세움, 카오스대전이 시작됩니다!	大圓形競技場，混沌的大戰開始！
string	$1046	배틀 콜로세움, 카오스대전이 종료되었습니다!	大圓形競技場，混沌的大戰結束！
string	$1047	배틀 콜로세움, 카오스대전이 취소되었습니다!	大圓形競技場，混沌的大戰取消！
string	$1048	(banaccount) 캐릭터를 선택해 주세요.	(banaccount) 請選擇角色。
string	$1049	check_list.txt 에 저장되었습니다.	保存到check_list.txt。
string	$1050	소환할 캐릭터를 선택해 주세요.	請選擇要召喚的角色。
string	$1051	%s 이(가) 등록되었습니다.	%s 註冊成功。
string	$1052	%s 은(는) 이미 등록되어 있습니다.	%s 已註冊。
string	$1053	자원이 고갈되었습니다.	無使用權限
string	$1054	고객은 게임 내에서 미풍양속, 기타 사회질서를 해하는 내용 혹은 게임의 기획의도에 배치되는 통신으로써 아래 각호에 열거된 행위 및 이에 준하는 행위를 하여서는 안됩니다.<BR><BR><리니지 약관 고객의 의무중 제14조 제9항 3호 및 제10항> 위의 이용 약관에 의거하여 고객의 계정은 사용이 중단 되었습니다.<BR><BR>건전한 게임 문화 정착을 위해서 게임내 모든 불건전한 플레이 등에 대해서는 제한 조치를 하고 있습니다.<BR>문의 사항에 대해서는 홈페이지<BR>[고객센터 - 다이렉트 이메일 문의]를 이용하셔서 담당 서버 게임마스터에게 이메일을 보내주시기 바랍니다.	玩家(用戶)不得在遊戲內使用或者意圖放置有礙遊戲秩序(善良風俗),以及影響他人使用權益(社會秩序)的任何傳輸內容.<BR><BR><依照上列天堂使用者規章第14條 第9項 3號之第10項>的規定,玩家的帳號已經被停權處分.<BR><BR>為了維護公平(健全)的遊戲環境(文化),若玩家以不正常的方式進行遊戲,就會依照使用者規章加以對該行為做出處份.<BR>若有任何問題請至官網<BR>[客服中心 – 信件詢問]來詢問客服相關人員(詢問管理該伺服器的管理員).
string	$1055	매우 약함	很弱
string	$1056	약함	弱
string	$1057	중간	中等
string	$1058	강함	強
string	$1059	매우 강함	很強
string	$1060	@고객의 주민등록번호로 등록 된 계정의 다수는 제재 대상이 되어 이용 제한 중인 상태입니다. 당사에서는 비정상적인 방법으로 게임을 하여 다수의 계정이 이용 제한된 경우에는 재차 발생하는 일이 없도록 해당 주민번호로 등록된 모든 계정에 대하여 일괄 이용 제한 조치를 취하고 있습니다.<BR><BR>게임의 진행을 방해하거나, 특정 고객에게 불편을 주는 행위, 비정상적인 방법으로 이득을 취하는 행위 및 게임에 심각한 악영향을 주는 불법 프로그램을 사용하는 행위 등은 운영 업무에 많은 장애를 주게 됩니다.<BR><BR>따라서, 고객의 주민등록번호로 등록된 다수의 계정이 <리니지 이용약관 고객의 의무>에 반하여 이용 제한된 부분으로 인해 <리니지 이용약관>에 의거하여 고객의 주민등록번호로 등록된 모든 계정이 일괄적으로 이용 제한 조치가 되었습니다.<BR><BR>이와 관련된 문의사항은 담당서버 게임마스터에게 이메일로 문의하시기 바랍니다.	@玩家所登記之身份證字號下的帳號目前無法使用.為了避免玩家以不正常的方式進行遊戲,因此針對該身分證字號下的帳號做出停權的措施.<BR><BR>若有妨礙遊戲進行, 或者該行為影響到其他正常玩家的權益,使用不當的方式獲取利益,以及使用外掛程式(不法程式)影響遊戲正常營運的行為等等. <BR><BR>也就是說, 登記在玩家身份證字號下的帳號違反 <天堂使用者規章>,因此依循 <天堂使用者規章> 做出停權之處份.<BR><BR>若有任何問題,請詢問客服相關人員(詢問管理該伺服器的管理員).
string	$1061	 (접속중)	 (連線中)
string	$1062	@고객은 회사에서 제공하는 서비스를 서비스 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다.<BR><BR> - 자기 또는 제 3자가 개발하거나 배포한 소프트웨어 혹은 하드웨어로서 서비스와 관련되거나 서비스 내에서 게임의 내용(게임 내 사냥행위 등)에 권한 없이 관여하는 소프트웨어 혹은 하드웨어를 사용, 배포하거나 사용을 장려하거나 광고하는 행위<BR><BR><리니지 약관 고객의 의무중 제3장 제14조 제10항><BR><BR>위의 고객 약관에 의거하여 고객의 계정은 사용이 중단되었습니다.<BR><BR>불법 프로그램을 사용하거나 리니지 클라이언트를 변경하는 경우는 리니지 서비스에 심각한 영향을 줄 수 있습니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	@玩家不得將營運商所提供的遊戲服務,用在其他任何的營利目的上.<BR><BR> - 散佈個人或非營運商的第三者所開發的軟體或硬體程式來進行遊戲,或者鼓勵其他玩家使用該程式進行遊戲(遊戲內打怪等),也不得以廣告的方式鼓勵玩家使用這些非官方所提供的程式<BR><BR><天堂使用者規章 第3張 第14條第10項><BR><BR>依照上列使用者規章並將該帳號停權.<BR><BR>使用非法程式或者修改客戶端程式會嚴重影響遊戲的進行. 若有任何問題,請詢問客服相關人員(詢問管理該伺服器的管理員).
string	$1063	@고객은 회사에서 제공하는 서비스를 서비스 목적 이외의 용도로 다음 각 호에 해당하는 행위를 해서는 안됩니다.<BR><BR> - 자기 또는 제 3자가 개발하거나 배포한 소프트웨어 혹은 하드웨어로서 서비스와 관련되거나 서비스 내에서 게임의 내용(게임 내 사냥행위 등)에 권한 없이 관여하는 소프트웨어 혹은 하드웨어를 사용, 배포하거나 사용을 장려하거나 광고하는 행위<BR><BR><리니지 약관 고객의 의무중 제3장 제14조 제10항><BR><BR>위의 고객 약관에 의거하여 고객의 계정은 사용이 중단되었습니다.<BR><BR>불법 프로그램을 사용하거나 리니지 클라이언트를 변경하는 경우는 리니지 서비스에 심각한 영향을 줄 수 있습니다. 문의사항은 담당 서버 게임마스터에게 이메일로 문의하시기 바랍니다.	@玩家不得將營運商所提供的服務用在下列的目的上.<BR><BR> -散佈個人或非營運商的第三者所開發的軟體或硬體程式來進行遊戲,或者鼓勵其他玩家使用該程式進行遊戲(遊戲內打怪等),也不得以廣告的方式鼓勵玩家使用這些非官方所提供的程式<BR><BR><天堂使用者規章 第3張 第14條 第10項><BR><BR>依照上列使用者規章並將該帳號停權.<BR><BR>使用非法程式或者修改客戶端程式會嚴重影響遊戲的進行. 若有任何問題,請詢問客服相關人員(詢問管理該伺服器的管理員).
string	$1064	혈맹에 속해 있지 않습니다.	不屬於血盟。
string	$1065		年糕湯的熱氣，溫暖了我的身體。
string	$1066		負重超過５０％，亦能繼續回覆體力及魔力。
string	$1067		風的力量吹襲著身體，使目標的迴避率降低至０。
string	$1068		水的防護圍繞著身體，提高本身的迴避率５點。
string	$1069		污濁的水侵蝕著身體，使所有的治癒效果減半。
string	$1070		暫時提升本身的迴避率１５點，裝備盾牌才有效果。
string	$1071		似鷹眼般的專注於目標的動作上，一有機會將以本身最高攻擊力的兩倍反擊回去，裝備雙手劍才有效果。
string	$1072		烈焰的氣息似靈魂般融入武器裡，讓武器能發揮出最強大的破壞力。
string	$1073		EP6 預覽  II伺服器,只能在第一個和第二個角色欄位(SLOT)開創角色, 也可以刪除已開創的角色.
string	$1074		玩家您好? 天堂管理人員. 該帳號的持有人已循正常途徑,要求臨時停權,因此暫時無法使用. 詳情請以郵件訊問或者請洽客服中心. 客服中心 : 1600-0020 (平日 : am 9:00 ~ pm 7:00, 週六 : am 9:00 ~ pm 1:00)
string	$1075		該帳號已被他人盜用,依循天堂使用者規章 第2張 第7條將該帳號暫時停權. 詳請請洽天堂客服中心( 1600-0020 : 全國共通代碼 1 ) 或是至官網(www.lineage.co.kr) 客服中心 1:1 詢問(詢問付費問題) .
string	$1076		https://cs.lineage.co.kr/account/losePassword/losePasswordCheck.asp
string	$1077		火焰之影會導致敵人發現我們。
string	$1078		炎魔的笑聲重擊我的腦部。
string	$1079		執政官臉上的表情越來越和善了。
string	$1080		炎魔的冷笑激起一陣寒意。
string	$1081		我已經開始遺忘火焰之影了。
string	$1082		飽食度的增加讓我的體力越來越好。
string	$1083		負重時仍可回覆體力及魔力
string	$1084		暫時降低迴避率
string	$1085		暫時提高迴避率
string	$1086		所有的治癒效果減半
string	$1087		暫時提高迴避率
string	$1088		有一定機率進行反擊
string	$1089		近距離武器的攻擊力最大化
string	$1090		君主的祝福
string	$1091		火焰之影的笑聲一直傳來。
string	$1092		太陽神阿波羅(Deporoju) 2世大聲喊話. "為了亞丁擊退拉斯塔巴德的首相們的英雄敬禮!"
string	$1093		太陽神阿波羅(Deporoju) 2世大聲喊話. "對拉斯塔巴德進前線攻擊的英雄敬禮!"
string	$1094		太陽神阿波羅(Deporoju) 2世大聲喊話. "對擊退拉斯塔巴德敵軍的英雄敬禮!"
string	$1095		接受君主的祝福時不能使用變身卷軸.
string	$1096		null
string	$1097		null
string	$1098		null
string	$1099		null
string	$1100		null
